TestDataID,Rating
1,4.01825
2,4.06369
3,3.97858
4,2.84212
5,3.22052
6,3.87134
7,4.07135
8,3.48664
9,3.13682
10,2.95635
11,4.09308
12,3.16862
13,3.31382
14,3.61321
15,3.62395
16,3.57733
17,3.71239
18,3.80678
19,3.73445
20,3.80902
21,4.17897
22,4.3648
23,3.39424
24,2.83338
25,3.38994
26,3.22685
27,3.35493
28,3.33097
29,2.99824
30,3.30375
31,3.53354
32,3.28518
33,3.3062
34,3.02802
35,3.5928
36,3.36599
37,3.73394
38,3.31609
39,3.20181
40,2.71569
41,3.4748
42,3.51259
43,2.70722
44,3.31576
45,3.32454
46,3.25267
47,3.37027
48,3.93284
49,3.34902
50,3.53105
51,3.96451
52,3.48751
53,4.09943
54,4.51127
55,3.91713
56,3.71307
57,4.15901
58,3.1294
59,3.95038
60,3.86384
61,3.38335
62,4.0444
63,3.99905
64,4.06159
65,4.10033
66,4.03243
67,4.17643
68,4.00027
69,3.39636
70,4.09318
71,3.43316
72,4.05153
73,3.12541
74,4.20173
75,3.05767
76,3.38712
77,4.08901
78,3.88792
79,3.98999
80,4.00019
81,3.95009
82,4.05729
83,4.27005
84,4.07317
85,4.0677
86,3.56414
87,4.37034
88,3.99824
89,4.34076
90,4.00232
91,4.04333
92,3.8115
93,4.27019
94,4.0188
95,4.0957
96,3.98752
97,4.03887
98,4.08872
99,3.9792
100,4.0457
101,3.79255
102,3.99974
103,4.1818
104,3.86235
105,4.0427
106,4.01183
107,3.99956
108,4.03413
109,3.7883
110,4.16147
111,4.02204
112,4.08284
113,4.14943
114,3.6136
115,4.00718
116,3.12672
117,3.94547
118,3.18436
119,3.43874
120,2.78695
121,2.1934
122,3.41748
123,3.75687
124,3.15668
125,3.46351
126,4.13144
127,3.91411
128,3.89567
129,3.71885
130,3.35797
131,3.73916
132,3.49206
133,3.92739
134,3.8974
135,2.5124
136,3.21812
137,3.80337
138,3.6098
139,3.92674
140,3.28467
141,3.21921
142,3.47805
143,3.38504
144,3.30826
145,3.3668
146,3.156
147,3.45745
148,3.78317
149,3.15514
150,3.09829
151,3.50836
152,3.50389
153,3.19978
154,2.58053
155,3.17062
156,3.06737
157,3.6036
158,3.98187
159,3.43897
160,3.71284
161,3.40462
162,3.32198
163,3.37222
164,2.99187
165,3.24127
166,3.35266
167,3.6869
168,4.15907
169,3.10166
170,4.45633
171,4.05005
172,4.23142
173,3.25504
174,4.18084
175,4.06649
176,4.2831
177,4.31498
178,4.47159
179,4.57517
180,3.23783
181,4.16519
182,4.26339
183,4.05259
184,3.68968
185,4.05227
186,4.08148
187,4.13331
188,3.48806
189,4.31968
190,4.2278
191,3.52338
192,4.09222
193,2.51383
194,4.15344
195,3.80039
196,2.7219
197,4.10179
198,3.96222
199,2.67533
200,3.89295
201,4.14567
202,3.97366
203,2.2866
204,3.75642
205,2.33359
206,2.80255
207,3.85438
208,4.27324
209,2.52098
210,4.21646
211,3.24321
212,3.76817
213,3.80875
214,2.37258
215,4.31291
216,2.34776
217,4.53461
218,3.7228
219,4.29544
220,2.35863
221,4.1705
222,4.22051
223,4.40921
224,4.05175
225,3.08144
226,4.31901
227,2.10255
228,3.0135
229,2.46484
230,4.26322
231,3.81406
232,3.22361
233,4.07631
234,3.98068
235,3.11278
236,4.05572
237,4.04465
238,3.84966
239,3.58855
240,3.84985
241,3.62383
242,3.23465
243,3.81712
244,4.1272
245,3.99422
246,3.97298
247,3.96526
248,3.10105
249,3.3471
250,3.49468
251,3.62957
252,4.45685
253,3.32715
254,3.50822
255,2.99427
256,3.37762
257,3.46591
258,3.16746
259,3.09285
260,3.31626
261,3.32429
262,3.104
263,2.96894
264,3.59654
265,2.52129
266,3.2001
267,3.44165
268,3.16397
269,3.61473
270,3.77651
271,3.13976
272,3.42273
273,2.72897
274,2.86876
275,3.69423
276,2.97174
277,3.1433
278,3.67305
279,3.45981
280,3.54458
281,3.52742
282,3.60382
283,3.49293
284,3.4019
285,3.40676
286,2.93292
287,3.13037
288,3.37993
289,3.31379
290,3.27501
291,3.23538
292,3.35701
293,3.09526
294,3.28241
295,3.29215
296,3.28636
297,3.26729
298,3.63918
299,3.61967
300,3.04173
301,3.41301
302,3.49964
303,3.22393
304,3.43104
305,3.70532
306,3.76737
307,3.47812
308,3.25027
309,3.31409
310,3.45206
311,3.56219
312,3.5399
313,3.37004
314,3.29581
315,3.30537
316,4.05813
317,3.10003
318,4.0404
319,3.22769
320,4.24492
321,3.84717
322,3.87444
323,3.50218
324,3.46376
325,4.21462
326,3.94468
327,3.20164
328,3.40651
329,2.86212
330,3.45857
331,3.25906
332,3.26961
333,3.96635
334,3.76589
335,3.54111
336,3.03858
337,2.78502
338,3.30745
339,3.48274
340,3.33219
341,3.07129
342,2.70029
343,3.34629
344,3.24485
345,3.35421
346,3.08798
347,3.08481
348,3.35293
349,3.32236
350,3.04588
351,3.25397
352,3.37078
353,2.62483
354,2.98257
355,3.02198
356,3.35646
357,3.00763
358,2.86145
359,3.41158
360,3.0842
361,3.1112
362,3.20472
363,2.63927
364,3.00945
365,2.90808
366,3.3064
367,2.86389
368,2.79619
369,4.35076
370,4.45098
371,4.34327
372,4.36241
373,4.10378
374,3.91792
375,3.79872
376,4.09896
377,3.83883
378,4.0717
379,3.51609
380,3.38826
381,3.87206
382,3.26147
383,3.92712
384,3.10625
385,3.71443
386,3.43266
387,3.80369
388,3.25815
389,3.91399
390,3.62833
391,3.4702
392,3.34323
393,3.56042
394,3.76963
395,3.36054
396,3.32826
397,3.31145
398,3.20419
399,3.7461
400,3.65509
401,3.37829
402,3.54633
403,3.14932
404,3.41168
405,3.6539
406,3.45814
407,3.8743
408,3.87109
409,3.51151
410,3.76979
411,3.5862
412,3.7924
413,3.95909
414,3.74466
415,3.70958
416,3.34291
417,3.70449
418,3.65805
419,3.63344
420,2.52009
421,3.40274
422,3.7725
423,3.93916
424,3.86171
425,3.80968
426,3.53895
427,3.77952
428,3.76519
429,3.88581
430,3.82149
431,3.5394
432,3.4838
433,3.43492
434,3.5254
435,3.21024
436,3.14465
437,3.55094
438,3.56703
439,3.49089
440,3.62288
441,3.60108
442,3.69876
443,3.59121
444,3.47217
445,3.30782
446,3.39853
447,3.58458
448,3.43634
449,3.4761
450,3.39442
451,3.48402
452,3.29565
453,3.37611
454,3.56371
455,3.43056
456,3.35387
457,3.35184
458,3.53851
459,3.42894
460,3.60964
461,3.30135
462,3.5238
463,3.70079
464,3.54267
465,3.36767
466,3.47922
467,3.41527
468,3.32407
469,3.38796
470,3.53271
471,3.68346
472,3.32531
473,3.38614
474,3.67753
475,3.59114
476,3.37903
477,3.60023
478,3.26291
479,3.30025
480,3.35107
481,3.56265
482,3.47763
483,3.96461
484,4.09075
485,4.48726
486,3.82705
487,4.09125
488,4.17633
489,3.87077
490,3.14808
491,3.91854
492,3.32769
493,3.64603
494,3.58799
495,3.32929
496,3.46484
497,3.6862
498,2.66447
499,3.24148
500,3.66883
501,4.23531
502,3.98294
503,3.87319
504,4.01279
505,3.83519
506,3.67292
507,4.23608
508,4.3266
509,4.00544
510,3.65895
511,4.28696
512,4.1216
513,4.0226
514,4.07439
515,3.98159
516,3.68007
517,4.29272
518,4.08011
519,4.45784
520,3.70455
521,3.88817
522,4.24286
523,3.91155
524,3.65009
525,3.6104
526,3.72952
527,4.29854
528,4.12817
529,4.41227
530,3.68393
531,3.8523
532,4.30698
533,3.85918
534,4.28246
535,3.97549
536,3.74729
537,2.79947
538,3.35861
539,3.60173
540,3.62955
541,3.94873
542,3.94558
543,3.26769
544,2.82879
545,2.34903
546,2.9846
547,3.69699
548,3.53884
549,3.50149
550,2.87336
551,3.53225
552,2.25382
553,3.20266
554,2.18527
555,4.0777
556,3.31847
557,3.97677
558,3.60732
559,3.54591
560,3.71639
561,4.0817
562,2.90186
563,3.03024
564,3.38013
565,3.84243
566,3.84361
567,3.85395
568,3.81608
569,3.48079
570,3.7813
571,3.96585
572,3.61657
573,3.91258
574,3.43219
575,3.82856
576,3.99133
577,3.42342
578,3.70353
579,3.66505
580,3.08063
581,3.91657
582,3.54089
583,3.81415
584,3.64904
585,3.99014
586,3.60752
587,3.84044
588,3.53915
589,3.91071
590,3.57545
591,4.10339
592,4.38541
593,3.9305
594,3.09175
595,3.26209
596,4.19309
597,4.17457
598,3.19413
599,3.70848
600,3.68708
601,4.34651
602,3.77623
603,3.56273
604,3.63745
605,3.76831
606,3.94147
607,3.82846
608,3.29583
609,3.4245
610,4.00622
611,4.06736
612,3.57214
613,3.53738
614,3.1036
615,2.54792
616,3.38805
617,3.00794
618,3.0734
619,3.31444
620,3.40363
621,3.31039
622,2.69476
623,2.64677
624,2.622
625,2.93055
626,2.81503
627,3.12731
628,2.43896
629,3.35681
630,3.34409
631,2.93587
632,3.48584
633,2.95365
634,3.00848
635,2.81487
636,3.4499
637,3.55174
638,3.41968
639,3.126
640,3.44736
641,3.1532
642,4.22811
643,4.28225
644,3.60249
645,3.60652
646,4.13414
647,3.86554
648,3.961
649,2.814
650,3.35684
651,3.0954
652,2.91058
653,2.94702
654,3.59089
655,3.62751
656,3.31927
657,3.14361
658,2.70865
659,2.47386
660,3.36984
661,3.79444
662,3.48496
663,3.73794
664,2.80594
665,3.62669
666,2.80881
667,3.17765
668,3.07963
669,3.33066
670,3.11515
671,3.7506
672,3.20691
673,3.32074
674,3.03805
675,2.55225
676,2.69854
677,2.8736
678,2.55592
679,3.38471
680,2.78233
681,2.31911
682,2.6896
683,3.11664
684,3.52782
685,2.87544
686,2.99161
687,2.33131
688,2.40394
689,2.77563
690,2.33476
691,3.29978
692,3.46662
693,3.34792
694,3.41767
695,3.17141
696,3.31526
697,3.16817
698,3.32253
699,3.72459
700,3.51425
701,2.36466
702,3.1694
703,4.13154
704,3.72279
705,4.04768
706,3.36474
707,4.17027
708,3.40257
709,3.72066
710,3.26124
711,3.66135
712,4.044
713,4.03958
714,3.28806
715,3.32442
716,2.90793
717,2.18101
718,2.3498
719,3.27451
720,3.86976
721,4.00983
722,3.5828
723,3.6265
724,3.66096
725,3.41201
726,3.63349
727,3.18836
728,3.81048
729,3.30632
730,3.60434
731,3.78902
732,3.9966
733,4.05316
734,4.43315
735,4.5168
736,4.39132
737,4.42964
738,4.19149
739,4.44198
740,3.66489
741,4.33367
742,3.58465
743,3.1329
744,4.51668
745,3.87489
746,4.46538
747,4.61602
748,4.04781
749,4.42028
750,4.48695
751,4.01247
752,4.20206
753,2.83209
754,4.5569
755,4.09608
756,4.40886
757,2.72629
758,4.36814
759,3.84176
760,4.45605
761,3.68762
762,3.28411
763,4.16992
764,3.87214
765,4.17745
766,4.43485
767,4.28662
768,2.85281
769,4.38698
770,4.42972
771,2.55253
772,4.43432
773,4.43563
774,3.96702
775,3.7331
776,4.46739
777,2.63697
778,3.8279
779,4.42152
780,4.50076
781,4.1057
782,2.87178
783,4.4464
784,3.90178
785,4.22887
786,4.38688
787,4.28726
788,4.51367
789,4.59601
790,2.97934
791,3.31857
792,4.37705
793,4.58679
794,4.45781
795,4.44986
796,4.38482
797,4.52452
798,4.04578
799,4.27269
800,4.01426
801,3.9551
802,4.07679
803,4.22339
804,4.04082
805,3.98979
806,3.40566
807,2.18036
808,3.65771
809,2.57919
810,3.68804
811,3.62228
812,2.17549
813,4.40703
814,4.39804
815,4.3675
816,4.20622
817,4.5111
818,3.96724
819,3.4248
820,4.09432
821,4.44788
822,3.53466
823,3.24311
824,4.18379
825,4.32665
826,4.23145
827,3.13419
828,4.18632
829,4.2105
830,4.21316
831,2.45369
832,3.79433
833,4.12045
834,3.77431
835,3.16779
836,4.23228
837,3.37909
838,4.29811
839,4.1794
840,2.66818
841,4.20149
842,2.70099
843,3.74836
844,4.22372
845,4.2618
846,4.24381
847,4.11585
848,3.0692
849,2.62049
850,4.18769
851,4.08124
852,4.34501
853,4.3324
854,3.2038
855,4.4515
856,4.5991
857,4.33996
858,4.47005
859,4.38002
860,3.478
861,3.23109
862,3.5647
863,3.43126
864,3.74741
865,3.34557
866,3.6226
867,3.72007
868,3.54299
869,2.60882
870,3.58325
871,3.76045
872,3.49308
873,3.24913
874,3.77609
875,3.40338
876,3.53627
877,3.70866
878,3.05147
879,3.70175
880,3.62843
881,3.3194
882,3.36833
883,3.82468
884,3.78072
885,3.58083
886,3.70986
887,3.36187
888,3.56925
889,3.61914
890,3.55149
891,2.6547
892,3.42643
893,3.83135
894,3.06624
895,3.72166
896,3.88307
897,3.61456
898,3.04168
899,3.46261
900,3.68951
901,3.94605
902,3.91505
903,3.08864
904,3.18499
905,3.1369
906,4.14247
907,3.5505
908,3.99003
909,3.889
910,3.56866
911,3.94335
912,3.90347
913,3.18877
914,3.52677
915,3.83818
916,3.07197
917,2.77416
918,3.39928
919,3.085
920,3.12379
921,3.78174
922,3.87515
923,3.63347
924,3.74797
925,3.59639
926,3.84201
927,3.73158
928,3.11537
929,3.45123
930,3.46762
931,3.61742
932,3.50288
933,3.76962
934,2.77662
935,3.97009
936,3.85789
937,3.87111
938,3.46133
939,3.71506
940,3.793
941,4.0387
942,3.0349
943,3.76845
944,3.57518
945,3.28397
946,3.2482
947,2.30665
948,2.85094
949,4.17104
950,2.83643
951,3.67951
952,4.15528
953,4.28892
954,4.2424
955,4.17208
956,4.33743
957,4.42248
958,4.31262
959,4.57582
960,4.33919
961,4.15524
962,4.03393
963,4.29679
964,4.31607
965,4.41966
966,4.1866
967,4.47104
968,4.22545
969,4.23192
970,4.19264
971,4.19968
972,3.93091
973,4.18905
974,4.49573
975,3.61759
976,3.85814
977,3.84646
978,3.90381
979,4.08735
980,4.05593
981,3.75736
982,3.52706
983,3.52825
984,3.35516
985,3.56552
986,2.97229
987,2.8416
988,3.98042
989,4.03266
990,3.74903
991,3.57108
992,3.59206
993,2.43462
994,2.31271
995,3.54915
996,3.58212
997,2.43206
998,3.60546
999,3.30194
1000,2.82511
1001,3.93241
1002,3.0729
1003,2.61381
1004,3.98806
1005,4.11349
1006,3.10405
1007,3.11736
1008,3.07678
1009,3.27499
1010,4.23558
1011,4.14901
1012,3.80416
1013,3.82
1014,3.95836
1015,4.12367
1016,3.84129
1017,4.03551
1018,4.037
1019,4.00426
1020,3.98884
1021,4.07097
1022,3.77503
1023,3.91897
1024,3.76598
1025,3.98168
1026,3.74684
1027,3.44839
1028,3.60112
1029,3.68611
1030,3.98659
1031,4.0407
1032,4.3081
1033,3.99324
1034,3.63506
1035,3.86323
1036,3.69607
1037,4.34174
1038,4.09038
1039,4.45987
1040,3.61991
1041,3.55823
1042,4.29006
1043,4.45826
1044,2.6813
1045,2.56116
1046,3.48869
1047,3.74255
1048,3.57543
