TestDataID,Rating
1,4.37335
2,4.20139
3,4.09086
4,2.72341
5,3.40497
6,3.6208
7,4.25102
8,3.2146
9,3.09795
10,2.94192
11,4.09992
12,3.59436
13,3.31377
14,3.56492
15,3.4051
16,3.57016
17,3.81452
18,4.00326
19,3.96133
20,3.48375
21,4.0454
22,4.24133
23,3.63306
24,2.93222
25,3.75998
26,2.9996
27,3.6085
28,3.34588
29,2.49654
30,3.08376
31,3.105
32,3.12227
33,3.33697
34,2.99984
35,3.90239
36,3.63111
37,3.736
38,3.00931
39,3.18619
40,2.30313
41,3.45309
42,3.64986
43,2.47616
44,3.68338
45,3.51148
46,3.50887
47,3.31006
48,4.0076
49,3.68719
50,3.61936
51,3.99312
52,3.44233
53,4.22152
54,4.98229
55,4.02671
56,3.4911
57,4.19496
58,2.80712
59,4.00578
60,3.64242
61,3.35046
62,4.05388
63,4.01894
64,4.16592
65,4.37898
66,3.90656
67,4.28379
68,4.16507
69,3.37287
70,4.33959
71,3.32941
72,4.36348
73,3.29792
74,4.24548
75,2.84982
76,3.25873
77,4.26476
78,3.96345
79,4.11963
80,4.10696
81,4.13015
82,4.2533
83,4.5389
84,4.34613
85,4.52343
86,3.66926
87,4.94491
88,3.97329
89,4.77237
90,4.01982
91,4.2197
92,3.91664
93,4.57385
94,4.37037
95,4.09957
96,4.01886
97,4.2416
98,4.45915
99,4.01859
100,4.33764
101,3.73501
102,3.9393
103,4.91239
104,4.11206
105,4.41268
106,4.28291
107,3.94511
108,4.32656
109,3.51565
110,4.23047
111,4.32402
112,4.49235
113,4.5683
114,3.4863
115,4.13085
116,2.5923
117,4.00292
118,3.23341
119,3.45965
120,2.7103
121,2.2634
122,3.32778
123,3.92246
124,2.91281
125,3.18172
126,4.35496
127,3.91007
128,4.0841
129,3.67653
130,3.07945
131,3.47483
132,3.55994
133,4.13546
134,4.14695
135,2.19475
136,3.2037
137,3.87459
138,3.80734
139,4.06837
140,3.24449
141,3.13719
142,3.62818
143,3.47431
144,3.38548
145,3.46056
146,3.14249
147,3.69199
148,4.06996
149,3.21855
150,2.91946
151,3.53805
152,3.62599
153,3.54317
154,2.19772
155,3.20611
156,2.94899
157,4.11211
158,4.28552
159,3.02296
160,4.06089
161,3.48219
162,3.41074
163,3.13117
164,2.60981
165,3.07609
166,3.36259
167,3.73417
168,4.15174
169,3.16765
170,4.79853
171,4.01229
172,4.40465
173,3.37557
174,4.32415
175,4.21511
176,4.49375
177,4.54094
178,4.7885
179,4.93985
180,3.01191
181,4.32714
182,4.44579
183,4.01449
184,3.71469
185,4.19916
186,4.04018
187,4.16096
188,3.44694
189,4.5978
190,4.36066
191,3.51809
192,4.10508
193,2.81396
194,4.31866
195,4.1112
196,2.97591
197,4.13689
198,4.24925
199,2.92875
200,4.22286
201,4.27055
202,4.34223
203,1.87105
204,3.93129
205,2.15151
206,3.26248
207,3.99521
208,4.33131
209,2.84791
210,4.23586
211,3.38883
212,3.59004
213,4.01754
214,2.09761
215,4.24087
216,2.169
217,4.96428
218,3.66314
219,4.2015
220,2.29395
221,4.33365
222,4.18092
223,4.53565
224,4.07585
225,3.31791
226,4.31579
227,1.56547
228,2.91177
229,2.46478
230,4.48541
231,3.96288
232,3.17812
233,4.32472
234,3.87933
235,2.90291
236,4.38551
237,4.22598
238,3.73224
239,3.74061
240,3.67369
241,3.48226
242,3.12736
243,3.55151
244,4.51846
245,4.32334
246,4.15114
247,3.7073
248,3.03517
249,3.55162
250,3.54005
251,3.96548
252,4.90715
253,3.0549
254,3.83106
255,2.97272
256,3.47696
257,3.62132
258,3.02905
259,3.18758
260,3.03932
261,3.03355
262,3.11167
263,3.01109
264,3.57864
265,2.01065
266,3.33232
267,3.77165
268,3.07172
269,3.8129
270,4.19586
271,3.16134
272,3.51054
