TestDataID,Rating
1,4.45019
2,4.24259
3,4.46077
4,2.73424
5,3.41008
6,3.45913
7,4.18411
8,3.06125
9,2.8259
10,2.69251
11,4.02386
12,3.73645
13,3.58304
14,3.45859
15,3.47306
16,3.55706
17,3.71486
18,3.90264
19,3.76842
20,3.33101
21,3.85665
22,4.21945
23,3.76389
24,2.94265
25,3.8525
26,2.87706
27,3.69448
28,3.33154
29,2.2627
30,2.89665
31,2.98926
32,2.62624
33,3.27109
34,3.04415
35,4.15365
36,4.07093
37,3.79842
38,2.92365
39,3.18442
40,2.38482
41,3.29474
42,3.85237
43,3.00068
44,3.96161
45,3.68807
46,3.20764
47,3.24103
48,3.80424
49,4.17266
50,3.47845
51,3.95369
52,3.55426
53,4.17787
54,4.48253
55,4.28589
56,3.42947
57,4.22902
58,2.83454
59,3.88493
60,3.70596
61,2.98264
62,4.187
63,4.08303
64,4.29793
65,4.15238
66,3.73848
67,4.15313
68,4.00184
69,3.23109
70,4.27038
71,3.67701
72,4.20845
73,3.11453
74,4.27236
75,3.24763
76,3.35308
77,4.19214
78,4.26463
79,4.55634
80,4.36117
81,4.22416
82,4.10395
83,4.40641
84,4.35767
85,4.67681
86,4.05023
87,4.88637
88,3.81006
89,4.43586
90,4.20748
91,4.11839
92,3.94272
93,4.32934
94,4.61871
95,4.23262
96,4.15316
97,4.21177
98,4.38909
99,4.31678
100,4.68485
101,3.67582
102,4.14428
103,4.79236
104,4.36107
105,4.05229
106,4.16432
107,3.86921
108,4.31949
109,3.57155
110,3.91951
111,4.68239
112,4.37424
113,4.7473
114,3.63034
115,3.99045
116,2.46688
117,3.94565
118,3.29579
119,3.50378
120,2.71852
121,2.20458
122,3.26527
123,3.98236
124,2.52579
125,3.00116
126,4.60465
127,4.49933
128,4.25812
129,3.30064
130,2.97128
131,3.71498
132,4.05459
133,4.04406
134,4.50076
135,3.04836
136,3.30041
137,3.77004
138,4.03781
139,4.11627
140,3.13539
141,3.24467
142,3.69805
143,3.71522
144,3.54951
145,3.48069
146,3.08618
147,3.7872
148,3.84675
149,3.36742
150,2.82974
151,3.67064
152,3.52507
153,3.91361
154,2.43241
155,3.14748
156,2.94339
157,3.9101
158,4.12702
159,2.96843
160,3.98693
161,3.47623
162,3.36461
163,3.02422
164,2.61627
165,2.7922
166,3.14892
167,3.77427
168,4.22337
169,2.92548
170,4.79187
171,4.06622
172,4.31907
173,3.30988
174,4.38212
175,4.24293
176,4.33114
177,4.65724
178,4.60133
179,5.0
180,2.80252
181,4.36112
182,4.27482
183,4.03158
184,3.45381
185,4.36297
186,4.22092
187,4.10564
188,3.56279
189,4.39336
190,4.18331
191,3.50679
192,4.16757
193,2.76898
194,4.24988
195,4.17681
196,2.77957
197,4.14076
198,4.51559
199,2.7044
200,4.1063
201,4.64741
202,4.84181
203,1.13639
204,3.826
205,1.35896
206,3.41607
207,4.10097
208,4.3574
209,2.96564
210,4.31501
211,3.50775
212,3.66776
213,4.01642
214,1.76236
215,4.25532
216,2.16696
217,4.84672
218,3.85102
219,3.98975
220,2.10896
221,4.51555
222,3.92573
223,4.51387
224,4.14614
225,3.17289
226,3.90401
227,1.10906
228,2.84961
229,2.27285
230,4.65498
231,3.98704
232,3.13367
233,4.07834
234,4.07548
235,2.82296
236,4.21945
237,4.22979
238,3.74991
239,3.721
240,3.29188
241,3.77229
242,2.98454
243,3.49063
244,4.82377
245,4.34745
246,4.3735
247,4.0116
248,2.9366
249,3.74279
250,3.46317
251,3.26948
252,4.61639
253,3.18716
254,3.84366
