TestDataID,Rating
1,4.25311
2,4.24718
3,4.19095
4,2.48676
5,3.40079
6,3.59353
7,4.2568
8,2.94956
9,3.0813
10,2.6475
11,4.04862
12,3.73424
13,3.36001
14,3.52934
15,3.28273
16,3.68462
17,3.86593
18,3.916
19,3.92637
20,3.62405
21,4.02714
22,4.28998
23,3.87752
24,3.29001
25,3.62722
26,3.04626
27,3.65347
28,3.61988
29,2.45262
30,3.20913
31,2.79906
32,3.16986
33,3.36498
34,2.49129
35,4.14545
36,3.85188
37,3.71913
38,2.80548
39,3.39913
40,2.38828
41,3.51094
42,3.85849
43,2.84049
44,3.90058
45,3.66203
46,3.43851
47,3.4495
48,3.95639
49,3.35794
50,3.68277
51,4.09597
52,3.4074
53,4.06813
54,4.9394
55,4.13887
56,3.4751
57,4.26044
58,2.92491
59,3.97931
60,3.70638
61,3.48311
62,4.00789
63,3.9275
64,4.08335
65,4.43695
66,4.03826
67,4.10278
68,4.02971
69,3.313
70,4.23454
71,3.52761
72,4.24217
73,3.2501
74,4.19834
75,2.89993
76,2.98774
77,4.23473
78,4.18588
79,4.26787
80,4.34014
81,4.2162
82,4.04277
83,4.65774
84,4.46005
85,4.63832
86,3.97397
87,4.86665
88,3.95073
89,4.62719
90,4.25952
91,4.11725
92,4.14744
93,4.58454
94,4.30756
95,4.30097
96,4.1715
97,4.26763
98,4.49942
99,4.07787
100,4.50427
101,3.71255
102,3.93551
103,4.85381
104,4.09733
105,4.12714
106,4.43769
107,4.03612
108,4.49035
109,3.57183
110,4.09403
111,4.49751
112,4.4083
113,4.7025
114,3.47984
115,4.209
116,2.1559
117,3.96505
118,3.20184
119,2.90431
120,2.54623
121,1.7624
122,3.28413
123,3.95603
124,2.61357
125,2.80929
126,4.4636
127,4.04375
128,3.87263
129,3.54536
130,2.77052
131,3.58393
132,3.73998
133,3.90601
134,4.45086
135,1.74096
136,3.2555
137,3.94138
138,3.8139
139,4.22355
140,3.22743
141,3.12257
142,3.80417
143,3.66051
144,3.38232
145,3.50029
146,2.98239
147,3.75299
148,3.97919
149,3.49399
150,2.86251
151,3.51778
152,3.62788
153,3.59096
154,2.29253
155,3.22543
156,2.76918
157,4.05917
158,4.15173
159,2.75081
160,4.01021
161,3.49319
162,3.2128
163,2.91334
164,2.51775
165,2.98787
